# atlasctl checks registry (generated)
# Regenerate with: ./bin/atlasctl gen checks-registry

id	domain	area	owner	speed	gate	module	callable	docs_link	remediation_link
checks_ops_no_tracked_generated	ops	no	platform	fast	ops	atlasctl.checks.repo.native.modules.repo_checks_make_and_layout	check_ops_generated_tracked	packages/atlasctl/docs/checks/index.md#checks_ops_no_tracked_generated	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_no_tracked_timestamps	ops	no	platform	fast	ops	atlasctl.checks.repo.native.modules.repo_checks_make_and_layout	check_tracked_timestamp_paths	packages/atlasctl/docs/checks/index.md#checks_ops_no_tracked_timestamps	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_obs_drift_goldens	ops	obs	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_obs_drift_goldens	packages/atlasctl/docs/checks/index.md#checks_ops_obs_drift_goldens	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_pins_no_unpinned_versions	ops	pins	platform	fast	ops	atlasctl.checks.tools.ops_pins	check_ops_pins_no_unpinned_versions	packages/atlasctl/docs/checks/index.md#checks_ops_pins_no_unpinned_versions	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_pins_update_is_deterministic	ops	pins	platform	fast	ops	atlasctl.checks.tools.ops_pins	check_ops_pins_update_is_deterministic	packages/atlasctl/docs/checks/index.md#checks_ops_pins_update_is_deterministic	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_product_task_scripts_zero	ops	product	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_product_task_scripts_zero	packages/atlasctl/docs/checks/index.md#checks_ops_product_task_scripts_zero	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_run_non_executable_unless_allowlisted	ops	run	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_run_non_executable_unless_allowlisted	packages/atlasctl/docs/checks/index.md#checks_ops_run_non_executable_unless_allowlisted	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_run_only_allowlisted_scripts	ops	run	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_run_only_allowlisted_scripts	packages/atlasctl/docs/checks/index.md#checks_ops_run_only_allowlisted_scripts	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_run_temp_script_approvals	ops	run	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_run_temp_script_approvals	packages/atlasctl/docs/checks/index.md#checks_ops_run_temp_script_approvals	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_datasets_scripts_py_cache_budget_check_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_datasets_cache_budget_check_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_datasets_scripts_py_cache_budget_check_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_datasets_scripts_py_cache_threshold_check_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_datasets_cache_threshold_check_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_datasets_scripts_py_cache_threshold_check_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_lint_check_layer_contract_drift_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_lint_layer_contract_drift_native	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_lint_check_layer_contract_drift_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_lint_check_surfaces_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_lint_check_surfaces_native	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_lint_check_surfaces_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_lint_lane_budget_check_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_lint_policy_lane_budget_check_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_lint_lane_budget_check_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_lint_layout_check_layer_contract_drift_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_lint_layer_contract_drift_native	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_lint_layout_check_layer_contract_drift_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_lint_ops_smoke_budget_check_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_lint_policy_ops_smoke_budget_check_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_lint_ops_smoke_budget_check_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_lint_policy_lane_budget_check_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_lint_policy_lane_budget_check_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_lint_policy_lane_budget_check_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_lint_policy_ops_smoke_budget_check_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_lint_policy_ops_smoke_budget_check_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_lint_policy_ops_smoke_budget_check_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_load_scripts_check_abuse_scenarios_required_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_load_abuse_scenarios_required_native	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_load_scripts_check_abuse_scenarios_required_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_load_scripts_check_baseline_update_policy_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_load_checks_check_baseline_update_policy_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_load_scripts_check_baseline_update_policy_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_load_scripts_check_perf_baselines_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_load_perf_baselines_native	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_load_scripts_check_perf_baselines_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_load_scripts_check_pinned_queries_lock_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_load_pinned_queries_lock_native	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_load_scripts_check_pinned_queries_lock_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_load_scripts_check_prereqs_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_load_checks_check_prereqs_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_load_scripts_check_prereqs_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_load_scripts_check_regression_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_load_checks_check_regression_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_load_scripts_check_regression_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_load_scripts_check_runbook_suite_names_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_load_runbook_suite_names_native	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_load_scripts_check_runbook_suite_names_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_load_scripts_regression_check_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_load_baseline_regression_check_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_load_scripts_regression_check_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_check_metric_cardinality_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_observability_check_metric_cardinality_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_check_metric_cardinality_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_check_pack_upgrade_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_observability_check_pack_upgrade_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_check_pack_upgrade_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_check_pack_versions_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_observability_check_pack_versions_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_check_pack_versions_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_alerts_contract_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_alerts_contract_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_alerts_contract_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_dashboard_contract_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_dashboard_contract_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_dashboard_contract_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_dashboard_metric_compat_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_dashboard_metric_compat_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_dashboard_metric_compat_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_endpoint_metrics_coverage_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_obs_endpoint_metrics_coverage_native	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_endpoint_metrics_coverage_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_endpoint_trace_coverage_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_obs_endpoint_trace_coverage_native	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_endpoint_trace_coverage_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_metrics_contract_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_metrics_contract_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_metrics_contract_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_metrics_coverage_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_metrics_coverage_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_metrics_coverage_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_metrics_drift_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_metrics_drift_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_metrics_drift_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_metrics_golden_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_metrics_golden_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_metrics_golden_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_obs_budgets_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_obs_budgets_native	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_obs_budgets_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_observability_lag_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_observability_lag_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_observability_lag_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_overload_behavior_contract_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_overload_behavior_contract_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_overload_behavior_contract_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_profile_goldens_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_obs_profile_goldens_native	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_profile_goldens_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_runtime_metrics_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_runtime_metrics_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_runtime_metrics_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_trace_coverage_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_trace_coverage_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_trace_coverage_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_trace_golden_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_trace_golden_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_trace_golden_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_obs_scripts_contracts_check_tracing_contract_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_obs_contracts_check_tracing_contract_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_obs_scripts_contracts_check_tracing_contract_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_stack_scripts_idempotency_check_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_commands_ops_stack_idempotency_check_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_stack_scripts_idempotency_check_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_stack_tests_check_live_layer_snapshot_py	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_stack_tests_check_live_layer_snapshot_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_stack_tests_check_live_layer_snapshot_py	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_vendor_layout_checks_check_artifacts_allowlist_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_checks_layout_ops_runtime_check_artifacts_allowlist_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_vendor_layout_checks_check_artifacts_allowlist_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_vendor_layout_checks_check_artifacts_policy_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_checks_layout_ops_runtime_check_artifacts_policy_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_vendor_layout_checks_check_artifacts_policy_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_vendor_layout_checks_check_kind_cluster_contract_drift_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_checks_layout_ops_validation_check_kind_cluster_contract_drift_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_vendor_layout_checks_check_kind_cluster_contract_drift_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_vendor_layout_checks_check_no_root_dumping_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_checks_layout_ops_governance_check_no_root_dumping_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_vendor_layout_checks_check_no_root_dumping_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_vendor_layout_checks_check_ops_canonical_shims_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_checks_layout_ops_surface_check_ops_canonical_shims_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_vendor_layout_checks_check_ops_canonical_shims_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_vendor_layout_checks_check_ops_lib_canonical_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_checks_layout_ops_runtime_check_ops_lib_canonical_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_vendor_layout_checks_check_ops_lib_canonical_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_vendor_layout_checks_check_ops_script_targets_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_checks_layout_ops_surface_check_ops_script_targets_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_vendor_layout_checks_check_ops_script_targets_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_vendor_layout_checks_check_ops_stack_order_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_checks_layout_ops_surface_check_ops_stack_order_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_vendor_layout_checks_check_ops_stack_order_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_vendor_layout_checks_check_ops_workspace_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_checks_layout_ops_surface_check_ops_workspace_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_vendor_layout_checks_check_ops_workspace_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_vendor_layout_checks_check_repo_hygiene_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_checks_layout_ops_governance_check_repo_hygiene_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_vendor_layout_checks_check_repo_hygiene_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_script_ops_vendor_layout_checks_check_stack_manifest_consolidation_sh	ops	script	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_packages_atlasctl_src_atlasctl_checks_layout_ops_surface_check_stack_manifest_consolidation_py	packages/atlasctl/docs/checks/index.md#checks_ops_script_ops_vendor_layout_checks_check_stack_manifest_consolidation_sh	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_scripts_are_data_only	ops	scripts	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_scripts_are_data_only	packages/atlasctl/docs/checks/index.md#checks_ops_scripts_are_data_only	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_scripts_count_nonincreasing	ops	scripts	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_scripts_count_nonincreasing	packages/atlasctl/docs/checks/index.md#checks_ops_scripts_count_nonincreasing	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_shell_policy	ops	shell	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_shell_policy	packages/atlasctl/docs/checks/index.md#checks_ops_shell_policy	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_ops_stack_versions_report_valid	ops	stack	platform	fast	ops	atlasctl.checks.domains.ops.contracts	check_ops_stack_versions_report_valid	packages/atlasctl/docs/checks/index.md#checks_ops_stack_versions_report_valid	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_adjective_allowlist_budget	policies	adjective	platform	fast	policies	atlasctl.checks.domains.policies.make	check_policies_adjective_allowlist_budget	packages/atlasctl/docs/checks/index.md#checks_policies_adjective_allowlist_budget	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_adjectives_repo_clean	policies	adjectives	platform	fast	policies	atlasctl.checks.domains.policies.make	check_policies_adjectives_repo_clean	packages/atlasctl/docs/checks/index.md#checks_policies_adjectives_repo_clean	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_budget_approval_time_bounded	policies	budget	platform	fast	policies	atlasctl.checks.domains.policies.make	check_policies_budget_approval_time_bounded	packages/atlasctl/docs/checks/index.md#checks_policies_budget_approval_time_bounded	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_budget_relaxation_requires_approval	policies	budget	platform	fast	policies	atlasctl.checks.domains.policies.make	check_policies_budget_relaxation_requires_approval	packages/atlasctl/docs/checks/index.md#checks_policies_budget_relaxation_requires_approval	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_budget_relaxations_expiry_and_issue	policies	budget	platform	fast	policies	atlasctl.checks.domains.policies.make	check_policies_budget_relaxations_expiry_and_issue	packages/atlasctl/docs/checks/index.md#checks_policies_budget_relaxations_expiry_and_issue	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_all_entries_have_owner_issue_expiry	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_all_entries_have_owner_issue_expiry	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_all_entries_have_owner_issue_expiry	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_budget	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_budget	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_budget	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_budget_trend	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_budget_trend	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_budget_trend	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_count_nonincreasing	policies	bypass	platform	fast	policies	atlasctl.checks.domains.policies.make	check_policies_bypass_count_nonincreasing	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_count_nonincreasing	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_count_nonincreasing_hard	policies	bypass	platform	fast	policies	atlasctl.checks.domains.policies.make	check_policies_bypass_count_nonincreasing	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_count_nonincreasing_hard	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_entry_matches_nothing	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_entry_matches_nothing	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_entry_matches_nothing	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_entry_matches_too_broad	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_entry_matches_too_broad	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_entry_matches_too_broad	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_entry_paths_exist	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_entry_paths_exist	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_entry_paths_exist	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_expiry_max_horizon	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_expiry_max_horizon	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_expiry_max_horizon	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_expiry_not_past	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_expiry_not_past	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_expiry_not_past	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_files_scoped	policies	bypass	platform	fast	policies	atlasctl.checks.domains.policies.make	check_policies_bypass_files_scoped	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_files_scoped	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_hard_gate	policies	bypass	platform	fast	policies	atlasctl.checks.domains.policies.make	check_policies_bypass_hard_gate	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_hard_gate	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_has_expiry	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_has_expiry	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_has_expiry	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_has_owner	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_has_owner	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_has_owner	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_has_reason	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_has_reason	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_has_reason	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_has_test_coverage	policies	bypass	platform	fast	policies	atlasctl.checks.domains.policies.make	check_policies_bypass_has_test_coverage	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_has_test_coverage	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_has_ticket_or_doc_ref	policies	bypass	platform	fast	policies	atlasctl.checks.tools.make_enforcement	check_policies_bypass_has_ticket_or_doc_ref	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_has_ticket_or_doc_ref	packages/atlasctl/docs/checks/check-id-migration-rules.md
checks_policies_bypass_ids_unique	policies	bypass	platform	fast	policies	atlasctl.checks.domains.policies.make	check_policies_bypass_ids_unique	packages/atlasctl/docs/checks/index.md#checks_policies_bypass_ids_unique	packages/atlasctl/docs/checks/check-id-migration-rules.md
